date_heure,consommation_brute_electricite_rte
2013-03-18 00:00:00+00:00,
2013-03-19 00:00:00+00:00,
2013-03-20 00:00:00+00:00,
2013-03-21 00:00:00+00:00,
2013-03-22 00:00:00+00:00,
2013-03-23 00:00:00+00:00,
2013-03-24 00:00:00+00:00,
2013-03-25 00:00:00+00:00,
2013-03-26 00:00:00+00:00,
2013-03-27 00:00:00+00:00,
2013-03-28 00:00:00+00:00,
2013-03-29 00:00:00+00:00,
2013-03-30 00:00:00+00:00,
2013-03-31 00:00:00+00:00,
2013-04-01 00:00:00+00:00,
2013-04-02 00:00:00+00:00,
2013-04-03 00:00:00+00:00,
2013-04-04 00:00:00+00:00,
2013-04-05 00:00:00+00:00,
2013-04-06 00:00:00+00:00,
2013-04-07 00:00:00+00:00,
2013-04-08 00:00:00+00:00,
2013-04-09 00:00:00+00:00,
2013-04-10 00:00:00+00:00,
2013-04-11 00:00:00+00:00,
2013-04-12 00:00:00+00:00,
2013-04-13 00:00:00+00:00,
2013-04-14 00:00:00+00:00,
2013-04-15 00:00:00+00:00,
2013-04-16 00:00:00+00:00,
2013-04-17 00:00:00+00:00,
2013-04-18 00:00:00+00:00,
2013-04-19 00:00:00+00:00,
2013-04-20 00:00:00+00:00,
2013-04-21 00:00:00+00:00,
2013-04-22 00:00:00+00:00,
2013-04-23 00:00:00+00:00,
2013-04-24 00:00:00+00:00,
2013-04-25 00:00:00+00:00,
2013-04-26 00:00:00+00:00,
2013-04-27 00:00:00+00:00,
2013-04-28 00:00:00+00:00,
2013-04-29 00:00:00+00:00,
2013-04-30 00:00:00+00:00,
2013-05-01 00:00:00+00:00,
2013-05-02 00:00:00+00:00,
2013-05-03 00:00:00+00:00,
2013-05-04 00:00:00+00:00,
2013-05-05 00:00:00+00:00,
2013-05-06 00:00:00+00:00,
2013-05-07 00:00:00+00:00,
2013-05-08 00:00:00+00:00,
2013-05-09 00:00:00+00:00,
2013-05-10 00:00:00+00:00,
2013-05-11 00:00:00+00:00,
2013-05-12 00:00:00+00:00,
2013-05-13 00:00:00+00:00,
2013-05-14 00:00:00+00:00,
2013-05-15 00:00:00+00:00,
2013-05-16 00:00:00+00:00,
2013-05-17 00:00:00+00:00,
2013-05-18 00:00:00+00:00,
2013-05-19 00:00:00+00:00,
2013-05-20 00:00:00+00:00,
2013-05-21 00:00:00+00:00,
2013-05-22 00:00:00+00:00,
2013-05-23 00:00:00+00:00,
2013-05-24 00:00:00+00:00,
2013-05-25 00:00:00+00:00,
2013-05-26 00:00:00+00:00,
2013-05-27 00:00:00+00:00,
2013-05-28 00:00:00+00:00,
2013-05-29 00:00:00+00:00,
2013-05-30 00:00:00+00:00,
2013-05-31 00:00:00+00:00,
2013-06-01 00:00:00+00:00,
2013-06-02 00:00:00+00:00,
2013-06-03 00:00:00+00:00,
2013-06-04 00:00:00+00:00,
2013-06-05 00:00:00+00:00,
2013-06-06 00:00:00+00:00,
2013-06-07 00:00:00+00:00,
2013-06-08 00:00:00+00:00,
2013-06-09 00:00:00+00:00,
2013-06-10 00:00:00+00:00,
2013-06-11 00:00:00+00:00,
2013-06-12 00:00:00+00:00,
2013-06-13 00:00:00+00:00,
2013-06-14 00:00:00+00:00,
2013-06-15 00:00:00+00:00,
2013-06-16 00:00:00+00:00,
2013-06-17 00:00:00+00:00,
2013-06-18 00:00:00+00:00,
2013-06-19 00:00:00+00:00,
2013-06-20 00:00:00+00:00,
2013-06-21 00:00:00+00:00,
2013-06-22 00:00:00+00:00,
2013-06-23 00:00:00+00:00,
2013-06-24 00:00:00+00:00,
2013-06-25 00:00:00+00:00,
2013-06-26 00:00:00+00:00,
2013-06-27 00:00:00+00:00,
2013-06-28 00:00:00+00:00,
2013-06-29 00:00:00+00:00,
2013-06-30 00:00:00+00:00,
2013-07-01 00:00:00+00:00,6042.52585298789
2013-07-02 00:00:00+00:00,6043.187268513004
2013-07-03 00:00:00+00:00,6044.223341572365
2013-07-04 00:00:00+00:00,6043.786640659123
2013-07-05 00:00:00+00:00,6043.454391800676
2013-07-06 00:00:00+00:00,6042.513923764144
2013-07-07 00:00:00+00:00,6042.551537919397
2013-07-08 00:00:00+00:00,6044.865008239032
2013-07-09 00:00:00+00:00,6044.899996823507
2013-07-10 00:00:00+00:00,6043.879962576931
2013-07-11 00:00:00+00:00,6042.818946595196
2013-07-12 00:00:00+00:00,6042.671458010721
2013-07-13 00:00:00+00:00,6040.43835298789
2013-07-14 00:00:00+00:00,6039.506389517571
2013-07-15 00:00:00+00:00,6040.229848421679
2013-07-16 00:00:00+00:00,6038.41438038515
2013-07-17 00:00:00+00:00,6037.049597280128
2013-07-18 00:00:00+00:00,6034.3818461385745
2013-07-19 00:00:00+00:00,6030.537040202502
2013-07-20 00:00:00+00:00,6025.1054191979365
2013-07-21 00:00:00+00:00,6020.617576732182
2013-07-22 00:00:00+00:00,6019.573569882867
2013-07-23 00:00:00+00:00,6018.436069882868
2013-07-24 00:00:00+00:00,6016.791092713917
2013-07-25 00:00:00+00:00,6014.714209152274
2013-07-26 00:00:00+00:00,6012.297656640857
2013-07-27 00:00:00+00:00,6007.402165773277
2013-07-28 00:00:00+00:00,6003.709985407982
2013-07-29 00:00:00+00:00,6004.844346138575
2013-07-30 00:00:00+00:00,6005.290693170537
2013-07-31 00:00:00+00:00,6006.205019654557
2013-08-01 00:00:00+00:00,6007.283672622592
2013-08-02 00:00:00+00:00,6007.934015088347
2013-08-03 00:00:00+00:00,6006.645316458209
2013-08-04 00:00:00+00:00,6005.4390379193965
2013-08-05 00:00:00+00:00,6006.714037919397
2013-08-06 00:00:00+00:00,6007.082131526703
2013-08-07 00:00:00+00:00,6007.003763946794
2013-08-08 00:00:00+00:00,6006.179391800675
2013-08-09 00:00:00+00:00,6004.4276223942825
2013-08-10 00:00:00+00:00,6001.740579015287
2013-08-11 00:00:00+00:00,5999.384072165972
2013-08-12 00:00:00+00:00,5999.047257097479
2013-08-13 00:00:00+00:00,5997.971058467342
2013-08-14 00:00:00+00:00,5997.125567599763
2013-08-15 00:00:00+00:00,5995.824197736749
2013-08-16 00:00:00+00:00,5994.31683472305
2013-08-17 00:00:00+00:00,5991.85188038515
2013-08-18 00:00:00+00:00,5990.114837006155
2013-08-19 00:00:00+00:00,5991.361640659123
2013-08-20 00:00:00+00:00,5991.520830156839
2013-08-21 00:00:00+00:00,5990.752451161405
2013-08-22 00:00:00+00:00,5989.737268513003
2013-08-23 00:00:00+00:00,5987.054277645424
2013-08-24 00:00:00+00:00,5982.544688604328
2013-08-25 00:00:00+00:00,5977.766378102045
2013-08-26 00:00:00+00:00,5975.960727417113
2013-08-27 00:00:00+00:00,5973.506789060949
2013-08-28 00:00:00+00:00,5970.748056184237
2013-08-29 00:00:00+00:00,5968.9325310700815
2013-08-30 00:00:00+00:00,5966.9075881477065
2013-08-31 00:00:00+00:00,5963.334186321223
2013-09-01 00:00:00+00:00,5960.6017091522735
2013-09-02 00:00:00+00:00,5960.8688324399445
2013-09-03 00:00:00+00:00,5960.131047051817
2013-09-04 00:00:00+00:00,5959.927508239032
2013-09-05 00:00:00+00:00,5960.521971709351
2013-09-06 00:00:00+00:00,5960.734700019852
2013-09-07 00:00:00+00:00,5958.4946315267025
2013-09-08 00:00:00+00:00,5956.466263946794
2013-09-09 00:00:00+00:00,5956.3986840381185
2013-09-10 00:00:00+00:00,5952.847485407981
2013-09-11 00:00:00+00:00,5948.924882668255
2013-09-12 00:00:00+00:00,5944.864837006155
2013-09-13 00:00:00+00:00,5940.955818741314
2013-09-14 00:00:00+00:00,5935.2544488783005
2013-09-15 00:00:00+00:00,5930.408501389716
2013-09-16 00:00:00+00:00,5929.9570744490775
2013-09-17 00:00:00+00:00,5928.095202302959
2013-09-18 00:00:00+00:00,5926.037782211633
2013-09-19 00:00:00+00:00,5922.962496823507
2013-09-20 00:00:00+00:00,5919.955305042684
2013-09-21 00:00:00+00:00,5916.456960293825
2013-09-22 00:00:00+00:00,5914.049540202502
2013-09-23 00:00:00+00:00,5913.772085864602
2013-09-24 00:00:00+00:00,5911.832131526703
2013-09-25 00:00:00+00:00,5909.719460293825
2013-09-26 00:00:00+00:00,5907.974654357753
2013-09-27 00:00:00+00:00,5906.034985407981
2013-09-28 00:00:00+00:00,5901.343661207068
2013-09-29 00:00:00+00:00,5896.460734266429
2013-09-30 00:00:00+00:00,5894.296257097478
2013-10-01 00:00:00+00:00,5892.316805042684
2013-10-02 00:00:00+00:00,5888.47445344451
2013-10-03 00:00:00+00:00,5883.956759380583
2013-10-04 00:00:00+00:00,5880.058585864602
2013-10-05 00:00:00+00:00,5874.294373535836
2013-10-06 00:00:00+00:00,5869.571942028985
2013-10-07 00:00:00+00:00,5868.687524220766
2013-10-08 00:00:00+00:00,5867.118859837205
2013-10-09 00:00:00+00:00,5865.607958010721
2013-10-10 00:00:00+00:00,5863.881531070081
2013-10-11 00:00:00+00:00,5862.508585864602
2013-10-12 00:00:00+00:00,5860.0273073257895
2013-10-13 00:00:00+00:00,5858.587010522137
2013-10-14 00:00:00+00:00,5861.615492257296
2013-10-15 00:00:00+00:00,5863.33141691483
2013-10-16 00:00:00+00:00,5863.975195453644
2013-10-17 00:00:00+00:00,5864.907958010721
2013-10-18 00:00:00+00:00,5865.599282211634
2013-10-19 00:00:00+00:00,5863.917489974192
2013-10-20 00:00:00+00:00,5862.513837006155
2013-10-21 00:00:00+00:00,5862.097113261863
2013-10-22 00:00:00+00:00,5861.81788951757
2013-10-23 00:00:00+00:00,5861.346428330355
2013-10-24 00:00:00+00:00,5860.6853552709945
2013-10-25 00:00:00+00:00,5860.793346138574
2013-10-26 00:00:00+00:00,5859.2376383760175
2013-10-27 00:00:00+00:00,5857.80693061346
2013-10-28 00:00:00+00:00,5859.016919197936
2013-10-29 00:00:00+00:00,5858.1902639467935
2013-10-30 00:00:00+00:00,5857.10436212031
2013-10-31 00:00:00+00:00,5856.506588147707
2013-11-01 00:00:00+00:00,5855.421314175104
2013-11-02 00:00:00+00:00,5853.824453444509
2013-11-03 00:00:00+00:00,5853.153563033552
2013-11-04 00:00:00+00:00,5855.587923764146
2013-11-05 00:00:00+00:00,5856.310184038118
2013-11-06 00:00:00+00:00,5857.251165773278
2013-11-07 00:00:00+00:00,5858.414693170538
2013-11-08 00:00:00+00:00,5860.575423764145
2013-11-09 00:00:00+00:00,5861.155789060948
2013-11-10 00:00:00+00:00,5861.163380385151
2013-11-11 00:00:00+00:00,5863.897512805242
2013-11-12 00:00:00+00:00,5864.362752531269
2013-11-13 00:00:00+00:00,5864.050081298392
2013-11-14 00:00:00+00:00,5863.866805042684
2013-11-15 00:00:00+00:00,5863.076736549534
2013-11-16 00:00:00+00:00,5860.203620111178
2013-11-17 00:00:00+00:00,5858.212581298392
2013-11-18 00:00:00+00:00,5859.233129243597
2013-11-19 00:00:00+00:00,5859.665035636291
2013-11-20 00:00:00+00:00,5858.072684038118
2013-11-21 00:00:00+00:00,5856.465035636291
2013-11-22 00:00:00+00:00,5854.501222850903
2013-11-23 00:00:00+00:00,5850.314693170537
2013-11-24 00:00:00+00:00,5847.559955727616
2013-11-25 00:00:00+00:00,5848.448540202501
2013-11-26 00:00:00+00:00,5848.454419197936
2013-11-27 00:00:00+00:00,5847.97936212031
2013-11-28 00:00:00+00:00,5844.983700019852
2013-11-29 00:00:00+00:00,5842.381359837204
2013-11-30 00:00:00+00:00,5839.254818741314
2013-12-01 00:00:00+00:00,5837.662467143141
2013-12-02 00:00:00+00:00,5839.62639408378
2013-12-03 00:00:00+00:00,5839.641291344054
2013-12-04 00:00:00+00:00,5839.74288951757
2013-12-05 00:00:00+00:00,5840.073197736748
2013-12-06 00:00:00+00:00,5840.316805042684
2013-12-07 00:00:00+00:00,5838.895229700219
2013-12-08 00:00:00+00:00,5837.98940778241
2013-12-09 00:00:00+00:00,5838.442318741314
2013-12-10 00:00:00+00:00,5838.677992257296
2013-12-11 00:00:00+00:00,5838.535526503872
2013-12-12 00:00:00+00:00,5838.480047051817
2013-12-13 00:00:00+00:00,5838.471085864601
2013-12-14 00:00:00+00:00,5836.6469991066115
2013-12-15 00:00:00+00:00,5835.48101737145
2013-12-16 00:00:00+00:00,5837.935412348619
2013-12-17 00:00:00+00:00,5838.448197736748
2013-12-18 00:00:00+00:00,5838.805104129441
2013-12-19 00:00:00+00:00,5839.09791234862
2013-12-20 00:00:00+00:00,5839.1004237641455
2013-12-21 00:00:00+00:00,5837.499910065515
2013-12-22 00:00:00+00:00,5836.279761663688
2013-12-23 00:00:00+00:00,5838.026565316658
2013-12-24 00:00:00+00:00,5838.133528786977
2013-12-25 00:00:00+00:00,5838.135868969624
2013-12-26 00:00:00+00:00,5837.789521937661
2013-12-27 00:00:00+00:00,5837.468574449077
2013-12-28 00:00:00+00:00,5835.220914631725
2013-12-29 00:00:00+00:00,5833.899282211634
2013-12-30 00:00:00+00:00,5835.549225134008
2013-12-31 00:00:00+00:00,5835.641805042684
2014-01-01 00:00:00+00:00,5835.34237581894
2014-01-02 00:00:00+00:00,5835.169601846337
2014-01-03 00:00:00+00:00,5834.804076732182
2014-01-04 00:00:00+00:00,5832.782044768711
2014-01-05 00:00:00+00:00,5831.640606412547
2014-01-06 00:00:00+00:00,5833.516976275561
2014-01-07 00:00:00+00:00,5833.9043050426835
2014-01-08 00:00:00+00:00,5834.268859837204
2014-01-09 00:00:00+00:00,5834.582615544967
2014-01-10 00:00:00+00:00,5834.941919197936
2014-01-11 00:00:00+00:00,5833.467946595196
2014-01-12 00:00:00+00:00,5832.45630275958
2014-01-13 00:00:00+00:00,5832.386896366885
2014-01-14 00:00:00+00:00,5832.615492257296
2014-01-15 00:00:00+00:00,5832.938837006155
2014-01-16 00:00:00+00:00,5833.385926047251
2014-01-17 00:00:00+00:00,5833.562752531268
2014-01-18 00:00:00+00:00,5832.072741115744
2014-01-19 00:00:00+00:00,5831.136268513004
2014-01-20 00:00:00+00:00,5833.071028786977
2014-01-21 00:00:00+00:00,5833.537695453642
2014-01-22 00:00:00+00:00,5833.576051618026
2014-01-23 00:00:00+00:00,5833.424053901132
2014-01-24 00:00:00+00:00,5833.186725134008
2014-01-25 00:00:00+00:00,5831.794259380584
2014-01-26 00:00:00+00:00,5831.203677188802
2014-01-27 00:00:00+00:00,5833.27782102442
2014-01-28 00:00:00+00:00,5833.858129243597
2014-01-29 00:00:00+00:00,5834.132615544967
2014-01-30 00:00:00+00:00,5834.489236549533
2014-01-31 00:00:00+00:00,5834.328220567797
2014-02-01 00:00:00+00:00,5833.015263946793
2014-02-02 00:00:00+00:00,5832.173483124877
2014-02-03 00:00:00+00:00,5833.2409488783005
2014-02-04 00:00:00+00:00,5833.279019654557
2014-02-05 00:00:00+00:00,5833.349110978757
2014-02-06 00:00:00+00:00,5833.355560750447
2014-02-07 00:00:00+00:00,5833.651451161406
2014-02-08 00:00:00+00:00,5832.841063033552
2014-02-09 00:00:00+00:00,5832.594259380584
2014-02-10 00:00:00+00:00,5833.770572165971
2014-02-11 00:00:00+00:00,5834.136040202501
2014-02-12 00:00:00+00:00,5834.391120111178
2014-02-13 00:00:00+00:00,5834.461782211634
2014-02-14 00:00:00+00:00,5834.390035636292
2014-02-15 00:00:00+00:00,5833.721827873735
2014-02-16 00:00:00+00:00,5833.0100698828655
2014-02-17 00:00:00+00:00,5834.461725134009
2014-02-18 00:00:00+00:00,5835.060926047251
2014-02-19 00:00:00+00:00,5835.378734266429
2014-02-20 00:00:00+00:00,5835.57793517967
2014-02-21 00:00:00+00:00,5835.699225134008
2014-02-22 00:00:00+00:00,5834.615720567798
2014-02-23 00:00:00+00:00,5833.895172622592
2014-02-24 00:00:00+00:00,5836.5190881477065
2014-02-25 00:00:00+00:00,5837.692547051816
2014-02-26 00:00:00+00:00,5838.246942028986
2014-02-27 00:00:00+00:00,5838.817204586063
2014-02-28 00:00:00+00:00,5838.962010522137
2014-03-01 00:00:00+00:00,5837.849396366885
2014-03-02 00:00:00+00:00,5837.511725134008
2014-03-03 00:00:00+00:00,5840.398311891999
2014-03-04 00:00:00+00:00,5841.40436212031
2014-03-05 00:00:00+00:00,5841.700823307525
2014-03-06 00:00:00+00:00,5841.782900933096
2014-03-07 00:00:00+00:00,5841.935868969625
2014-03-08 00:00:00+00:00,5840.527193170538
2014-03-09 00:00:00+00:00,5840.049852987889
2014-03-10 00:00:00+00:00,5842.56737581894
2014-03-11 00:00:00+00:00,5843.132387234466
2014-03-12 00:00:00+00:00,5843.232158923963
2014-03-13 00:00:00+00:00,5842.976907782411
2014-03-14 00:00:00+00:00,5842.5436315267025
2014-03-15 00:00:00+00:00,5840.414407782409
2014-03-16 00:00:00+00:00,5839.1527068691685
2014-03-17 00:00:00+00:00,5841.335868969625
2014-03-18 00:00:00+00:00,5841.614807325789
2014-03-19 00:00:00+00:00,5840.7351269604915
2014-03-20 00:00:00+00:00,5840.158186321223
2014-03-21 00:00:00+00:00,5839.510126960492
2014-03-22 00:00:00+00:00,5837.736610978756
2014-03-23 00:00:00+00:00,5836.748540202501
2014-03-24 00:00:00+00:00,5839.075480841771
2014-03-25 00:00:00+00:00,5839.886097280126
2014-03-26 00:00:00+00:00,5840.5809032162
2014-03-27 00:00:00+00:00,5840.688722850904
2014-03-28 00:00:00+00:00,5840.856302759579
2014-03-29 00:00:00+00:00,5839.181473992455
2014-03-30 00:00:00+00:00,5837.948311892
2014-03-31 00:00:00+00:00,5840.4366680563835
2014-04-01 00:00:00+00:00,5841.296485407981
2014-04-02 00:00:00+00:00,5841.2214283303565
2014-04-03 00:00:00+00:00,5840.873368969625
2014-04-04 00:00:00+00:00,5840.55190778241
2014-04-05 00:00:00+00:00,5838.7184032162
2014-04-06 00:00:00+00:00,5838.018060750446
2014-04-07 00:00:00+00:00,5840.980560750447
2014-04-08 00:00:00+00:00,5842.140549334922
2014-04-09 00:00:00+00:00,5843.401508239031
2014-04-10 00:00:00+00:00,5843.863779928529
2014-04-11 00:00:00+00:00,5842.903563033552
2014-04-12 00:00:00+00:00,5840.212638376017
2014-04-13 00:00:00+00:00,5838.554590430813
2014-04-14 00:00:00+00:00,5839.294487691085
2014-04-15 00:00:00+00:00,5838.538323307524
2014-04-16 00:00:00+00:00,5837.886040202501
2014-04-17 00:00:00+00:00,5836.27793517967
2014-04-18 00:00:00+00:00,5835.2572730792135
2014-04-19 00:00:00+00:00,5832.4434032162
2014-04-20 00:00:00+00:00,5830.335983124875
2014-04-21 00:00:00+00:00,5831.883414631726
2014-04-22 00:00:00+00:00,5832.651622394283
2014-04-23 00:00:00+00:00,5833.807672622592
2014-04-24 00:00:00+00:00,5834.628905499304
2014-04-25 00:00:00+00:00,5835.102535636292
2014-04-26 00:00:00+00:00,5833.596200019853
2014-04-27 00:00:00+00:00,5833.080349811396
2014-04-28 00:00:00+00:00,5835.39985298789
2014-04-29 00:00:00+00:00,5836.210469426245
2014-04-30 00:00:00+00:00,5835.920115544967
2014-05-01 00:00:00+00:00,5834.9092137184825
2014-05-02 00:00:00+00:00,5833.45190778241
2014-05-03 00:00:00+00:00,5832.0249100655155
2014-05-04 00:00:00+00:00,5830.573311892
2014-05-05 00:00:00+00:00,5832.124225134008
2014-05-06 00:00:00+00:00,5832.0591566408575
2014-05-07 00:00:00+00:00,5831.216462576932
2014-05-08 00:00:00+00:00,5831.095058467341
2014-05-09 00:00:00+00:00,5831.575252531268
2014-05-10 00:00:00+00:00,5829.947113261862
2014-05-11 00:00:00+00:00,5828.469716001588
2014-05-12 00:00:00+00:00,5829.116120111177
2014-05-13 00:00:00+00:00,5827.846485407981
2014-05-14 00:00:00+00:00,5826.514236549533
2014-05-15 00:00:00+00:00,5825.857101846337
2014-05-16 00:00:00+00:00,5824.57536668652
2014-05-17 00:00:00+00:00,5821.788209152272
2014-05-18 00:00:00+00:00,5819.596485407981
2014-05-19 00:00:00+00:00,5820.739579015288
2014-05-20 00:00:00+00:00,5819.86880275958
2014-05-21 00:00:00+00:00,5819.0202867778435
2014-05-22 00:00:00+00:00,5817.61880275958
2014-05-23 00:00:00+00:00,5815.854932896565
2014-05-24 00:00:00+00:00,5811.843346138574
2014-05-25 00:00:00+00:00,5808.702136092912
2014-05-26 00:00:00+00:00,5809.109670339488
2014-05-27 00:00:00+00:00,5808.939864403415
2014-05-28 00:00:00+00:00,5808.073882668255
2014-05-29 00:00:00+00:00,5806.688551618027
2014-05-30 00:00:00+00:00,5804.385697736748
2014-05-31 00:00:00+00:00,5801.471028786976
2014-06-01 00:00:00+00:00,5800.485526503871
2014-06-02 00:00:00+00:00,5803.071942028985
2014-06-03 00:00:00+00:00,5804.351394083781
2014-06-04 00:00:00+00:00,5804.796599563233
2014-06-05 00:00:00+00:00,5805.208985407981
2014-06-06 00:00:00+00:00,5805.15447627556
2014-06-07 00:00:00+00:00,5803.135983124876
2014-06-08 00:00:00+00:00,5803.358186321223
2014-06-09 00:00:00+00:00,5806.981702302959
2014-06-10 00:00:00+00:00,5808.082615544967
2014-06-11 00:00:00+00:00,5807.536040202502
2014-06-12 00:00:00+00:00,5806.281188604327
2014-06-13 00:00:00+00:00,5803.649567599762
2014-06-14 00:00:00+00:00,5800.006188604329
2014-06-15 00:00:00+00:00,5799.381074449077
2014-06-16 00:00:00+00:00,5801.691976275561
2014-06-17 00:00:00+00:00,5801.822626960493
2014-06-18 00:00:00+00:00,5801.5874100655155
2014-06-19 00:00:00+00:00,5800.6309602938245
2014-06-20 00:00:00+00:00,5799.5165767321805
2014-06-21 00:00:00+00:00,5797.349852987889
2014-06-22 00:00:00+00:00,5796.053505955926
2014-06-23 00:00:00+00:00,5796.853049334921
2014-06-24 00:00:00+00:00,5796.153734266428
2014-06-25 00:00:00+00:00,5795.858015088346
2014-06-26 00:00:00+00:00,5796.15733015684
2014-06-27 00:00:00+00:00,5797.023711435379
2014-06-28 00:00:00+00:00,5797.915777645423
2014-06-29 00:00:00+00:00,5800.2633803851495
2014-06-30 00:00:00+00:00,5803.92987581894
2014-07-01 00:00:00+00:00,5805.171713718483
2014-07-02 00:00:00+00:00,5806.307729700219
2014-07-03 00:00:00+00:00,5807.763323307523
2014-07-04 00:00:00+00:00,5808.424795910264
2014-07-05 00:00:00+00:00,5808.564293627159
2014-07-06 00:00:00+00:00,5808.594373535836
2014-07-07 00:00:00+00:00,5812.50253563629
2014-07-08 00:00:00+00:00,5815.874168056383
2014-07-09 00:00:00+00:00,5818.714693170537
2014-07-10 00:00:00+00:00,5820.844088147707
2014-07-11 00:00:00+00:00,5821.8483118919985
2014-07-12 00:00:00+00:00,5819.3311886043275
2014-07-13 00:00:00+00:00,5818.4745105221355
2014-07-14 00:00:00+00:00,5819.8818735358345
2014-07-15 00:00:00+00:00,5819.802592713918
2014-07-16 00:00:00+00:00,5820.061725134008
2014-07-17 00:00:00+00:00,5819.548768513003
2014-07-18 00:00:00+00:00,5819.619716001589
2014-07-19 00:00:00+00:00,5818.473140659122
2014-07-20 00:00:00+00:00,5818.515206869167
2014-07-21 00:00:00+00:00,5822.3749671431415
2014-07-22 00:00:00+00:00,5824.050652074648
2014-07-23 00:00:00+00:00,5825.0550470518165
2014-07-24 00:00:00+00:00,5826.294259380584
2014-07-25 00:00:00+00:00,5827.894373535835
2014-07-26 00:00:00+00:00,5827.681188604329
2014-07-27 00:00:00+00:00,5827.5223986499905
2014-07-28 00:00:00+00:00,5829.439636092912
2014-07-29 00:00:00+00:00,5829.265378102045
2014-07-30 00:00:00+00:00,5829.100366686521
2014-07-31 00:00:00+00:00,5829.336839289259
2014-08-01 00:00:00+00:00,5830.490206869168
2014-08-02 00:00:00+00:00,5829.5419191979345
2014-08-03 00:00:00+00:00,5830.111496823507
2014-08-04 00:00:00+00:00,5833.579875818939
2014-08-05 00:00:00+00:00,5835.549225134008
2014-08-06 00:00:00+00:00,5837.445343855468
2014-08-07 00:00:00+00:00,5839.115035636291
2014-08-08 00:00:00+00:00,5841.615720567798
2014-08-09 00:00:00+00:00,5842.311325590629
2014-08-10 00:00:00+00:00,5842.5444306134605
2014-08-11 00:00:00+00:00,5846.1281634901725
2014-08-12 00:00:00+00:00,5847.909442028985
2014-08-13 00:00:00+00:00,5848.702763946794
2014-08-14 00:00:00+00:00,5849.151394083779
2014-08-15 00:00:00+00:00,5849.349396366885
2014-08-16 00:00:00+00:00,5846.598197736748
2014-08-17 00:00:00+00:00,5845.687923764145
2014-08-18 00:00:00+00:00,5849.132387234465
2014-08-19 00:00:00+00:00,5850.681531070081
2014-08-20 00:00:00+00:00,5851.764065316657
2014-08-21 00:00:00+00:00,5852.834784494739
2014-08-22 00:00:00+00:00,5853.943745681953
2014-08-23 00:00:00+00:00,5853.215720567799
2014-08-24 00:00:00+00:00,5853.398597280127
2014-08-25 00:00:00+00:00,5856.4848415723645
2014-08-26 00:00:00+00:00,5858.16788951757
2014-08-27 00:00:00+00:00,5859.319145225333
2014-08-28 00:00:00+00:00,5860.563494540402
2014-08-29 00:00:00+00:00,5860.477535636291
